author;contributors;created_at;description;description2;industry;language_primary;languages;license;link;ml_detected;ml_libs;ml_tags;ml_terms;name;pushed_at;scraped_at;stars;stars_score;title;type
digitalearthafrica;23;2019-07-18 04:31:13;Notebooks for the Digital Earth Africa Sandbox;Notebooks for the Digital Earth Africa Sandbox;;Jupyter Notebook;['Jupyter Notebook: 99.7%', 'Python: 0.3%'];Apache-2.0;https://github.com/digitalearthafrica/deafrica-sandbox-notebooks;1.0;['pattern', 'skimage', 'sklearn'];['AI', 'CV', 'Classification', 'Clustering', 'Decision Tree', 'Image Segmentation', 'Linear Regression', 'ML', 'RL', 'Recommender', 'Regression', 'Supervised Learning', 'Unsupervised learning'];['machine learning', 'recommend', 'train', 'training data'];;2020-12-21 20:33:03;2020-12-19 22:22:25;21.0;0.371;deafrica-sandbox-notebooks;
diljeet1994;0;2018-05-17 08:05:32;Python Notes on IPython Notebook files.;Python Notes on IPython Notebook files.;;Jupyter Notebook;['Jupyter Notebook: 97.1%', 'HTML: 2.7%', 'Python: 0.2%'];;https://github.com/diljeet1994/Python_Tutorials;0.8;['nltk', 'sklearn', 'statsmodels'];['Linear Regression', 'RL', 'Recommender', 'Regression'];[];;2019-07-26 03:35:31;2020-12-19 22:40:49;25.0;0.387;Python_Tutorials;
DJCordhose;4;2018-08-16 09:21:47;"Notebooks and Colab links for the code samples for the Manning video course ""Deep Learning Crash Course""";"Notebooks and Colab links for the code samples for the Manning video course ""Deep Learning Crash Course""";;Jupyter Notebook;['Jupyter Notebook: 100.0%'];MIT;https://github.com/DJCordhose/deep-learning-crash-course-notebooks;1.0;['keras', 'sklearn', 'tensorflow'];['AI', 'Classification', 'Linear Regression', 'ML', 'NN', 'RL', 'ReLu', 'Regression', 'Supervised Learning'];['ML', 'deep learning', 'layer', 'model', 'neural network', 'predict', 'train'];;2020-05-05 11:06:40;2020-12-20 09:19:56;26.0;0.39;deep-learning-crash-course-notebooks;
dmonn;0;2017-08-31 16:14:10;"Notebook for O'Reilly's ""Deep Convolutional Generative Adversarial Networks""";"Notebook for O'Reilly's ""Deep Convolutional Generative Adversarial Networks""";;Jupyter Notebook;['Jupyter Notebook: 99.6%', 'Python: 0.4%'];;https://github.com/dmonn/dcgan-oreilly;1.0;['Pillow', 'tensorflow'];['CNN', 'Classification', 'GAN', 'NN', 'RL', 'ReLu'];['GAN', 'generative adversarial network', 'recommend'];;2017-11-04 14:12:33;2020-12-20 10:20:58;90.0;0.492;dcgan-oreilly;
dnc1994;2;2016-02-24 11:26:55;Jupyter notebooks and code examples for my Kaggle Beginners' Guide.;Jupyter notebooks and code examples for my Kaggle Beginners' Guide.;;Jupyter Notebook;['Jupyter Notebook: 74.7%', 'Python: 25.3%'];MIT;https://github.com/dnc1994/Kaggle-Playground;1.0;['nltk', 'pattern', 'sklearn', 'statsmodels', 'xgboost'];['AI', 'CV', 'Classification', 'Logistic Regression', 'NER', 'Random Forest', 'Regression'];['model', 'rank', 'train'];;2019-07-03 06:22:05;2020-12-19 22:20:17;187.0;0.544;Kaggle-Playground;
dongdonghy;0;2018-11-23 14:37:06;-PyTorch;Ã¤Â»Â£Ã§Â Â -Ã£ÂÂÃ¦Â·Â±Ã¥ÂºÂ¦Ã¥Â­Â¦Ã¤Â¹Â Ã¤Â¹ÂPyTorchÃ§ÂÂ©Ã¤Â½ÂÃ¦Â£ÂÃ¦ÂµÂÃ¥Â®ÂÃ¦ÂÂÃ£ÂÂ;;Python;['Python: 89.7%', 'C: 3.8%', 'Jupyter Notebook: 3.1%', 'Cuda: 2.8%', 'Shell: 0.3%', 'C++: 0.2%', 'MATLAB: 0.1%'];;https://github.com/dongdonghy/Detection-PyTorch-Notebook;1.0;['caffe', 'detectron', 'imutils', 'py-faster-rcnn', 'pytorch', 'skimage', 'tensorflow'];['AI', 'CNN', 'CV', 'Classification', 'ML', 'NN', 'Object Detection', 'RL', 'ReLu', 'Regression', 'ResNet', 'VGG'];['CNN', 'CV', 'NN', 'alexnet', 'artificial intelligence', 'classif', 'computer vision', 'convolutional neural network', 'detect', 'epoch', 'loss', 'model', 'neural network', 'object detection', 'recogn', 'rectifier', 'regression', 'resnet', 'train', 'vgg'];;2020-08-14 05:05:13;2020-12-20 09:50:44;391.0;0.592;Detection-PyTorch-Notebook;
donnemartin;12;2015-01-23 19:38:29;Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AWS, and various command lines.;Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AWS, and various command lines.;;Python;['Python: 100.0%'];;https://github.com/donnemartin/data-science-ipython-notebooks;1.0;['caffe', 'gensim', 'keras', 'nltk', 'pattern', 'sklearn', 'statsmodels', 'tensorflow', 'theano', 'vocabulary'];['AI', 'ANN', 'AlexNet', 'Bayesian', 'CNN', 'CV', 'Classification', 'Clustering', 'DL', 'Decision Tree', 'GRU', 'Gradient Boosting', 'K-Means', 'KNN', 'LSTM', 'Linear Regression', 'Logistic Regression', 'ML', 'NER', 'NLP', 'NN', 'Object Detection', 'RL', 'RNN', 'Random Forest', 'ReLu', 'Recommender', 'Rectifier', 'Regression', 'ResNet', 'Sentiment Analysis', 'Speech Recognition', 'Supervised Learning', 'Support Vector Machines', 'Unsupervised learning', 'VGG'];['AI', 'ANN', 'CNN', 'DL', 'ML', 'NER', 'NN', 'RL', 'RNN', 'alexnet', 'artificial neural network', 'autoencoder', 'classif', 'clustering', 'computer vision', 'convolutional neural network', 'deep learning', 'detect', 'epoch', 'filter', 'gradient boosting', 'gru', 'image classification', 'k-means', 'k-nearest neighbor', 'label', 'layer', 'linear regression', 'logistic regression', 'loss', 'lstm', 'machine learning', 'model', 'neural network', 'predict', 'random forest', 'recogn', 'recommend', 'recurrent neural network', 'regression', 'resnet', 'supervised learning', 'support vector machines', 'train', 'unsupervised learning', 'vgg'];;2020-12-21 20:44:47;2020-12-19 22:37:07;20002.0;0.774;data-science-ipython-notebooks;
drckf;0;2019-02-05 14:48:10;"Jupyter notebooks for ""A high-bias, low-variance introduction to Machine Learning for physicists""";"Jupyter notebooks for ""A high-bias, low-variance introduction to Machine Learning for physicists""";;HTML;['HTML: 53.1%', 'Jupyter Notebook: 46.9%'];;https://github.com/drckf/mlreview_notebooks;1.0;['keras', 'pattern', 'pytorch', 'sklearn', 'tensorflow', 'xgboost'];['AI', 'Bayesian', 'Boltzmann Machine', 'CNN', 'CV', 'Classification', 'Clustering', 'DL', 'Decision Tree', 'K-Means', 'Linear Regression', 'Logistic Regression', 'ML', 'NN', 'RL', 'Random Forest', 'ReLu', 'Recommender', 'Regression', 'Supervised Learning'];['ML', 'boltzmann machine', 'clustering', 'deep learning', 'fit', 'gradient descent', 'label', 'machine learning', 'model', 'neural network', 'supervised learning', 'unsupervised learning'];;2019-02-05 14:55:10;2020-12-20 09:27:55;72.0;0.475;mlreview_notebooks;
DrSkippy;9;2013-09-20 01:06:19;Ipython notebook presentations for getting starting with basic programming, statistics and machine learning techniques;Ipython notebook presentations for getting starting with basic programming, statistics and machine learning techniques;;Jupyter Notebook;['Jupyter Notebook: 75.4%', 'HTML: 24.1%', 'Python: 0.5%', 'Shell: 0.0%', 'R: 0.0%', 'CSS: 0.0%'];Unlicense;https://github.com/DrSkippy/Data-Science-45min-Intros;1.0;['keras', 'nltk', 'pattern', 'sklearn', 'tensorflow', 'theano', 'vocabulary'];['AI', 'Bayesian', 'Boltzmann Machine', 'CV', 'Classification', 'Clustering', 'DL', 'Decision Tree', 'K-Means', 'KNN', 'Linear Regression', 'Logistic Regression', 'ML', 'NLP', 'NN', 'Naive Bayes', 'RL', 'Random Forest', 'ReLu', 'Regression', 'Sentiment Analysis', 'Supervised Learning', 'Unsupervised learning'];['ML', 'NER', 'NN', 'RL', 'classif', 'clustering', 'decision tree', 'detect', 'filter', 'fit', 'k-means', 'k-nearest neighbor', 'label', 'layer', 'linear regression', 'logistic regression', 'machine learning', 'model', 'naive bayes', 'natural language processing', 'neural network', 'predict', 'recogn', 'recommend', 'regression', 'supervised learning', 'support vector machines', 'train', 'unsupervised learning'];;2019-10-02 19:33:51;2020-12-19 22:49:17;1484.0;0.666;Data-Science-45min-Intros;
dudeperf3ct;0;2018-12-07 11:12:27;This repo contains all the notebooks mentioned in blog.;This repo contains all the notebooks mentioned in blog.;;Jupyter Notebook;['Jupyter Notebook: 99.9%', 'Python: 0.1%'];;https://github.com/dudeperf3ct/DL_Notebooks;1.0;['Pillow', 'caffe', 'face_recognition', 'gensim', 'keras', 'mlbox', 'nltk', 'pattern', 'py-faster-rcnn', 'pytorch', 'skimage', 'sklearn', 'spacy', 'tensorflow', 'theano', 'vocabulary'];['AI', 'CNN', 'CV', 'Classification', 'DL', 'Federated Learning', 'GAN', 'GRU', 'LSTM', 'ML', 'NLP', 'NN', 'Object Detection', 'RL', 'RNN', 'ReLu', 'Recommender', 'Regression', 'ResNet', 'Sentiment Analysis', 'Text Classification', 'VGG'];['AI', 'CNN', 'CV', 'DL', 'GAN', 'ML', 'NLP', 'NN', 'RNN', 'classif', 'convolutional neural network', 'deep learning', 'detect', 'epoch', 'federated learning', 'fit', 'generative adversarial network', 'gru', 'k-nearest neighbor', 'layer', 'loss', 'lstm', 'machine learning', 'model', 'neural network', 'object detection', 'recogn', 'recurrent neural network', 'resnet', 'train', 'vgg'];;2020-01-26 01:14:26;2020-12-19 22:25:50;56.0;0.455;DL_Notebooks;
Dyakonov;0;2015-04-12 15:46:12;my notebooks;my notebooks;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/Dyakonov/notebooks;0.8;['catboost', 'lightgbm', 'sklearn', 'vocabulary', 'xgboost'];['AI', 'CV', 'Classification', 'GBM', 'ML', 'NN', 'Recommender', 'Regression'];[];;2019-12-03 12:47:28;2020-12-19 23:24:22;35.0;0.416;notebooks;
eclarson;0;2015-05-28 16:32:12;This is a collection of iPython notebooks from my course on data mining. Data used in the notebooks can be downloaded from the given links in the notebooks.;This is a collection of iPython notebooks from my course on data mining. Data used in the notebooks can be downloaded from the given links in the notebooks.;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/eclarson/DataMiningNotebooks;0.8;['skimage', 'sklearn'];['Bayesian', 'CV', 'Classification', 'Clustering', 'DL', 'Decision Tree', 'Gradient Boosting', 'Image Segmentation', 'K-Means', 'KNN', 'Linear Regression', 'Logistic Regression', 'ML', 'NN', 'Naive Bayes', 'RL', 'Random Forest', 'Recommender', 'Regression', 'Support Vector Machines'];[];;2017-09-20 02:30:18;2020-12-20 09:41:23;130.0;0.519;DataMiningNotebooks;
eclarson;0;2016-08-23 17:05:32;;;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/eclarson/MachineLearningNotebooks;1.0;['keras', 'nltk', 'skimage', 'sklearn', 'statsmodels', 'tensorflow', 'vocabulary'];['AI', 'AlexNet', 'CNN', 'CV', 'Classification', 'DL', 'GRU', 'KNN', 'LSTM', 'Linear Regression', 'Logistic Regression', 'ML', 'NLP', 'NN', 'RL', 'RNN', 'ReLu', 'Recommender', 'Regression', 'ResNet', 'Sentiment Analysis', 'Support Vector Machines', 'VGG'];['machine learning'];;2020-12-15 22:55:13;2020-12-20 09:08:25;81.0;0.484;MachineLearningNotebooks;
ecmwf;4;2018-10-22 16:36:07;Example notebooks showing how to work with ECMWF services and data;Example notebooks showing how to work with ECMWF services and data;;Jupyter Notebook;['Jupyter Notebook: 95.7%', 'GLSL: 4.3%'];Apache-2.0;https://github.com/ecmwf/notebook-examples;0.8;['pattern'];['AI', 'ML'];[];;2020-09-22 18:09:52;2020-12-19 23:29:49;38.0;0.423;notebook-examples;
edbullen;0;2017-05-02 16:08:17;Python NLTK Jupyter Notebooks;Python NLTK Jupyter Notebooks;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/edbullen/nltk;1.0;['nltk', 'pattern', 'sklearn', 'spacy'];['Chatbot', 'Classification', 'ML', 'NLP', 'NN', 'Naive Bayes', 'Random Forest', 'Supervised Learning'];['classif', 'machine learning', 'natural language processing'];;2017-05-04 16:19:20;2020-12-19 23:59:40;49.0;0.444;nltk;
ehmatthes;4;2013-09-10 14:31:18;A set of IPython notebooks and learning resources for an Introduction to Programming class, focusing on Python.;A set of IPython notebooks and learning resources for an Introduction to Programming class, focusing on Python.;;Jupyter Notebook;['Jupyter Notebook: 97.9%', 'Python: 1.0%', 'HTML: 0.6%', 'Shell: 0.2%', 'CSS: 0.2%', 'JavaScript: 0.1%'];MIT;https://github.com/ehmatthes/intro_programming;1.0;['pattern'];['AI', 'NN', 'Recommender'];['AI', 'NN', 'fit'];;2018-08-16 21:51:21;2020-12-19 23:46:11;364.0;0.587;intro_programming;
Einsteinish;0;2016-10-17 03:46:25;Artificial Neural Networks - Gradient descent, BFGS, Regularization with Jupyter notebook;Artificial Neural Networks - Gradient descent, BFGS, Regularization with Jupyter notebook;;Jupyter Notebook;['Jupyter Notebook: 99.3%', 'Python: 0.7%'];;https://github.com/Einsteinish/Artificial-Neural-Networks-with-Jupyter;1.0;['keras', 'theano'];['ANN', 'Classification', 'Linear Regression', 'ML', 'NN', 'Regression'];['ANN', 'NN', 'artificial neural network', 'classif', 'deep learning', 'fit', 'gradient descent', 'image classification', 'neural network', 'propagation', 'recogn', 'train'];;2016-11-10 00:53:45;2020-12-19 23:27:45;42.0;0.431;Artificial-Neural-Networks-with-Jupyter;
Einsteinish;0;2016-10-18 06:32:59;Code repository - Jupyter notebook;Code repository - Jupyter notebook;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/Einsteinish/bogotobogo-Machine-Learning;1.0;['nltk', 'sklearn', 'vocabulary'];['CV', 'Classification', 'NLP', 'Regression', 'Sentiment Analysis'];['NLP', 'fit', 'logistic regression', 'machine learning', 'natural language processing', 'random forest', 'regression', 'sentiment analysis', 'train'];;2016-11-03 17:47:41;2020-12-19 23:11:04;32.0;0.408;bogotobogo-Machine-Learning;
elegant-scipy;3;2017-07-13 15:18:39;The compiled, clean (not run) Jupyter notebooks for Elegant SciPy;The compiled, clean (not run) Jupyter notebooks for Elegant SciPy;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/elegant-scipy/notebooks;1.0;['pattern', 'skimage', 'sklearn'];['CV', 'Classification', 'Clustering', 'Image Segmentation', 'ML', 'Recommender'];['AI', 'fit', 'label', 'loss'];;2020-02-11 23:26:49;2020-12-20 10:23:36;93.0;0.494;notebooks;
elyra-ai;18;2019-10-22 21:37:58;Elyra extends JupyterLab Notebooks with an AI centric approach.;Elyra extends JupyterLab Notebooks with an AI centric approach.;;Python;['Python: 48.3%', 'TypeScript: 43.2%', 'CSS: 3.9%', 'JavaScript: 1.3%', 'Makefile: 1.0%', 'Shell: 0.9%', 'Other: 1.4%'];Apache-2.0;https://github.com/elyra-ai/elyra;1.0;['pattern', 'stanza', 'tensorflow'];['AI', 'Classification', 'ML', 'NER', 'RL'];['AI', 'ML', 'NER', 'RL', 'classif', 'deep learning', 'detect', 'filter', 'label', 'machine learning', 'model', 'predict', 'recogn', 'recommend', 'train'];;2020-12-31 19:01:13;2020-12-20 09:27:47;745.0;0.629;elyra;
Emergent-Behaviors-in-Biology;0;2019-09-05 03:44:03;"Notebooks for ""A high bias low-variance introduction to Machine Learning for physicists.""";"Notebooks for ""A high bias low-variance introduction to Machine Learning for physicists.""";;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/Emergent-Behaviors-in-Biology/mlreview_notebooks;1.0;['keras', 'pattern', 'pytorch', 'sklearn', 'tensorflow', 'xgboost'];['AI', 'Bayesian', 'Boltzmann Machine', 'CNN', 'CV', 'Classification', 'Clustering', 'DL', 'Decision Tree', 'K-Means', 'Linear Regression', 'Logistic Regression', 'ML', 'NN', 'RL', 'Random Forest', 'ReLu', 'Recommender', 'Regression', 'Supervised Learning'];['label'];;2019-10-15 02:04:33;2020-12-19 23:39:01;36.0;0.418;mlreview_notebooks;
emmettgb;0;2019-08-24 02:05:02;Random notebooks for various projects.;Random notebooks for various projects.;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/emmettgb/Emmetts-DS-NoteBooks;0.8;['sklearn', 'xgboost'];['Classification', 'DL', 'LSTM', 'Linear Regression', 'ML', 'Random Forest', 'Regression'];[];;2021-01-01 22:51:02;2020-12-19 23:12:19;21.0;0.371;Emmetts-DS-NoteBooks;
empathy87;2;2019-01-23 03:30:18;"A series of Python Jupyter notebooks that help you better understand ""The Elements of Statistical Learning"" book";"A series of Python Jupyter notebooks that help you better understand ""The Elements of Statistical Learning"" book";;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/empathy87/The-Elements-of-Statistical-Learning-Python-Notebooks;1.0;['catboost', 'pattern', 'sklearn', 'statsmodels', 'tensorflow'];['AI', 'ANN', 'CV', 'Classification', 'Clustering', 'Decision Tree', 'Gradient Boosting', 'K-Means', 'KNN', 'Linear Regression', 'Logistic Regression', 'ML', 'NN', 'Random Forest', 'Regression', 'Speech Recognition', 'Supervised Learning', 'Support Vector Machines'];['classif', 'clustering', 'decision tree', 'detect', 'k-means', 'k-nearest neighbor', 'linear regression', 'logistic regression', 'model', 'neural network', 'predict', 'random forest', 'rank', 'recogn', 'regression', 'speech recognition', 'support vector machines', 'train'];;2020-01-15 14:31:24;2020-12-19 23:38:49;379.0;0.59;The-Elements-of-Statistical-Learning-Python-Notebooks;
empet;0;2015-08-02 18:32:15;IPython notebooks for Plotly plots;IPython notebooks for Plotly plots;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];GPL-3.0;https://github.com/empet/Plotly-plots;0.8;['pattern', 'skimage'];['AI', 'Clustering', 'ML', 'RL', 'Recommender'];[];;2020-12-11 19:47:55;2020-12-20 09:12:28;39.0;0.425;Plotly-plots;
enakai00;0;2016-05-24 14:42:50;Jupyter Notebooks for TensorFlow Book;Jupyter Notebooks for TensorFlow Book;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];Apache-2.0;https://github.com/enakai00/jupyter_tfbook;0.8;['tensorflow'];['CNN', 'ML', 'NN', 'ReLu'];[];;2017-11-03 10:51:43;2020-12-19 23:28:55;67.0;0.469;jupyter_tfbook;
equinor;4;2019-03-08 17:22:42;Notebooks with examples and demos of segyio;Notebooks with examples and demos of segyio;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];LGPL-3.0;https://github.com/equinor/segyio-notebooks;1.0;['pattern', 'skimage'];['AI'];['filter'];;2020-05-06 10:25:10;2020-12-19 23:19:26;51.0;0.447;segyio-notebooks;
erhwenkuo;3;2017-11-07 14:15:00;Jupyter notebooks for using & learning Keras;Jupyter notebooks for using & learning Keras;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/erhwenkuo/deep-learning-with-keras-notebooks;1.0;['Pillow', 'face_recognition', 'gensim', 'keras', 'opencv-python', 'openface', 'pattern', 'pytorch', 'skimage', 'sklearn', 'tensorflow'];['AI', 'ANN', 'AlexNet', 'CNN', 'CV', 'Classification', 'Clustering', 'DL', 'GRU', 'Gradient Boosting', 'LSTM', 'ML', 'NLP', 'NN', 'Object Detection', 'RL', 'RNN', 'ReLu', 'Regression', 'ResNet', 'Supervised Learning', 'Unsupervised learning', 'VGG'];['CNN', 'CV', 'ML', 'NN', 'RNN', 'autoencoder', 'classif', 'detect', 'image classification', 'lstm', 'model', 'natural language processing', 'recogn', 'train', 'vgg'];;2018-12-19 17:12:14;2020-12-20 09:20:45;2010.0;0.68;deep-learning-with-keras-notebooks;
ericmjl;2;2017-03-05 02:34:43;A collection of Bayesian data analysis recipes using PyMC3;A collection of Bayesian data analysis recipes using PyMC3;;Jupyter Notebook;['Jupyter Notebook: 97.6%', 'Python: 2.3%', 'Makefile: 0.1%'];MIT;https://github.com/ericmjl/bayesian-analysis-recipes;1.0;['pattern', 'sklearn', 'statsmodels', 'tensorflow', 'theano'];['AI', 'Bayesian', 'Classification', 'DL', 'Linear Regression', 'Logistic Regression', 'ML', 'NN', 'RL', 'RNN', 'ReLu', 'Regression'];['bayesian', 'label', 'model', 'train'];;2020-11-28 02:47:27;2020-12-20 10:08:40;458.0;0.601;bayesian-analysis-recipes;
erykml;0;2018-10-28 19:22:10;Scripts/Notebooks used for my articles published on Medium;Scripts/Notebooks used for my articles published on Medium;;Jupyter Notebook;['Jupyter Notebook: 99.0%', 'Other: 1.0%'];;https://github.com/erykml/medium_articles;1.0;['pattern', 'skimage', 'sklearn', 'statsmodels'];['Bayesian', 'CV', 'Classification', 'Clustering', 'DL', 'Decision Tree', 'Linear Regression', 'Logistic Regression', 'ML', 'Naive Bayes', 'Random Forest', 'Recommender', 'Regression'];['CNN', 'NN', 'autoencoder', 'classif', 'computer vision', 'detect', 'filter', 'image classification', 'linear regression', 'machine learning', 'model', 'random forest', 'regression'];;2020-12-08 23:24:16;2020-12-20 09:53:39;158.0;0.532;medium_articles;
espnet;5;2019-07-30 08:58:49;;;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/espnet/notebook;0.8;['nltk', 'pytorch'];['GAN', 'ML', 'NN', 'Speech Recognition'];[];;2021-01-02 02:33:42;2020-12-19 22:58:45;12.0;0.319;notebook;
executablebooks;63;2018-06-14 01:55:51;Build interactive, publication-quality documents from Jupyter Notebooks;Build interactive, publication-quality documents from Jupyter Notebooks;;Python;['Python: 81.7%', 'Jupyter Notebook: 7.5%', 'HTML: 5.8%', 'TeX: 4.4%', 'Shell: 0.6%'];BSD-3-Clause;https://github.com/executablebooks/jupyter-book;1.0;['pattern'];['ML', 'RL', 'Regression'];['AI', 'ML', 'RL', 'filter', 'fit', 'label', 'layer', 'loss', 'predict', 'recogn', 'recommend', 'train'];;2020-12-28 18:20:23;2020-12-20 10:32:25;1999.0;0.68;jupyter-book;
explosion;3;2016-12-25 13:06:36;Jupyter notebooks for spaCy examples and tutorials;Ã°ÂÂÂ«  Jupyter notebooks for spaCy examples and tutorials;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];MIT;https://github.com/explosion/spacy-notebooks;1.0;['gensim', 'pattern', 'sklearn', 'spacy', 'vocabulary'];['Classification', 'ML', 'NER', 'NLP', 'NN', 'RL', 'Recommender', 'Text Classification'];['NLP'];;2019-02-01 14:41:40;2020-12-19 23:45:09;252.0;0.564;spacy-notebooks;
falloutdurham;4;2019-08-12 23:24:05;Repository for scripts and notebooks from the book: Programming PyTorch for Deep Learning;Repository for scripts and notebooks from the book: Programming PyTorch for Deep Learning;;Jupyter Notebook;['Jupyter Notebook: 98.2%', 'Python: 1.5%', 'Other: 0.3%'];MIT;https://github.com/falloutdurham/beginners-pytorch-deep-learning;1.0;['pytorch', 'skimage', 'spacy', 'vocabulary'];['AI', 'AlexNet', 'CNN', 'Classification', 'DL', 'LSTM', 'NN', 'ReLu', 'ResNet', 'Supervised Learning', 'Text Classification', 'U-Net'];['deep learning', 'model', 'supervised learning'];;2020-11-30 20:39:52;2020-12-19 23:32:47;161.0;0.534;beginners-pytorch-deep-learning;
fastai;2;2020-02-12 17:39:14;Notebooks for upcoming fastai book (draft / incomplete);Notebooks for upcoming fastai book (draft / incomplete);;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/fastai/book_nbs;0.8;['pytorch', 'sklearn', 'spacy'];['CNN', 'CV', 'Classification', 'DL', 'Decision Tree', 'LSTM', 'ML', 'NLP', 'NN', 'RL', 'RNN', 'Random Forest', 'ReLu', 'Recommender', 'Regression', 'ResNet'];[];;2020-03-01 22:00:01;2020-12-20 09:09:10;151.0;0.529;book_nbs;
fastai;91;2020-02-28 19:26:47;The fastai book, published as Jupyter Notebooks;The fastai book, published as Jupyter Notebooks;;Jupyter Notebook;['Jupyter Notebook: 99.9%', 'Python: 0.1%'];GPL-3.0;https://github.com/fastai/fastbook;1.0;['face_recognition', 'pattern', 'pytorch', 'sklearn', 'spacy', 'tensorflow', 'vocabulary'];['AI', 'AlexNet', 'CNN', 'CV', 'Classification', 'Clustering', 'DL', 'Decision Tree', 'GAN', 'GBM', 'GRU', 'Gradient Boosting', 'Image Segmentation', 'KNN', 'LSTM', 'Linear Regression', 'ML', 'NLP', 'NN', 'Object Detection', 'RL', 'RNN', 'Random Forest', 'ReLu', 'Recommender', 'Rectifier', 'Regression', 'ResNet', 'Sentiment Analysis', 'Speech Recognition', 'Supervised Learning', 'Text Classification', 'U-Net', 'VGG'];['AI', 'deep learning', 'layer'];;2020-12-31 10:29:35;2020-12-20 09:51:16;11151.0;0.753;fastbook;
fastai;3;2020-10-12 16:28:41;Create publication-quality books from Jupyter notebooks;Create publication-quality books from Jupyter notebooks;;Jupyter Notebook;['Jupyter Notebook: 96.9%', 'Python: 2.9%', 'Other: 0.2%'];Apache-2.0;https://github.com/fastai/fastdoc;1.0;['pattern'];['AI', 'CV', 'Classification', 'DL', 'ML', 'NER', 'RL', 'Regression'];['ML'];;2020-12-17 00:03:07;2020-12-20 09:08:56;114.0;0.509;fastdoc;
fastai;39;2020-02-03 05:19:46;An easy to use blogging platform, with enhanced support for Jupyter Notebooks.;An easy to use blogging platform, with enhanced support for Jupyter Notebooks.;;Jupyter Notebook;['Jupyter Notebook: 98.2%', 'HTML: 0.6%', 'JavaScript: 0.3%', 'SCSS: 0.3%', 'Ruby: 0.2%', 'Shell: 0.2%', 'Other: 0.2%'];Apache-2.0;https://github.com/fastai/fastpages;1.0;['pattern'];['ML', 'NN', 'RL', 'Recommender'];['AI', 'CV', 'ML', 'RL', 'chatbot', 'deep learning', 'filter', 'fit', 'label', 'machine learning', 'model', 'predict', 'rank', 'recommend'];;2021-01-01 23:54:59;2020-12-20 09:06:35;2038.0;0.681;fastpages;
fastai;49;2019-11-18 17:37:35;Create delightful python projects using Jupyter Notebooks;Create delightful python projects using Jupyter Notebooks;;Jupyter Notebook;['Jupyter Notebook: 79.4%', 'Python: 19.6%', 'Other: 1.0%'];Apache-2.0;https://github.com/fastai/nbdev;1.0;['pattern'];['Classification', 'DL', 'ML', 'NER', 'RL', 'Recommender'];['deep learning', 'fit', 'label', 'layer', 'machine learning'];;2020-12-30 19:26:42;2020-12-20 09:30:16;2449.0;0.69;nbdev;
fastai;5;2017-05-16 17:28:12;Free online textbook of Jupyter notebooks for fast.ai Computational Linear Algebra course;Free online textbook of Jupyter notebooks for fast.ai Computational Linear Algebra course;;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/fastai/numerical-linear-algebra;1.0;['pattern', 'pytorch', 'skimage', 'sklearn', 'tensorflow', 'vocabulary'];['AI', 'CNN', 'CV', 'Classification', 'DL', 'Linear Regression', 'ML', 'NN', 'RL', 'RNN', 'Recommender', 'Regression'];['deep learning', 'gradient descent', 'linear regression', 'machine learning', 'model', 'predict', 'rank', 'regression'];;2019-09-27 06:23:32;2020-12-20 09:06:49;7605.0;0.738;numerical-linear-algebra;
