link;category;subcategory;category_guess;category_match;category_similar;subcategory_guess;subcategory_match;subcategory_similar
https://github.com/darshankaarki/ml-coa-charging;Accounting;Machine Learning;"{""Accounting"": 0.8450297713279724, ""Finance"": 0.7758106589317322, ""Banking & Insurance"": 0.6191726922988892, ""Utilities"": 0.5864821672439575, ""Healthcare"": 0.415560781955719, ""Accommodation & Food"": 0.33942240476608276, ""Justice, Law and Regulations"": 0.3345496356487274, ""Wholesale & Retail"": 0.3340005576610565, ""Media & Publishing"": 0.3203144073486328, ""Construction & Engineering"": 0.3011731803417206, ""Emergency & Relief"": 0.29579371213912964, ""Manufacturing"": 0.2554948925971985}";True;False;"{""Machine Learning"": 0.9942539930343628, ""Tools"": 0.7522249817848206, ""Restaurant"": 0.5922509431838989, ""Preventative and Reactive"": 0.5836216807365417, ""Retail"": 0.5654719471931458, ""Student"": 0.5363143086433411, ""Quality"": 0.5151695609092712, ""Rental & Leasing"": 0.4965490996837616, ""Trading & Investment"": 0.3923426568508148, ""Management and Operations"": 0.3678897023200989, ""Marketing"": 0.36300337314605713, ""Insurance and Risk"": 0.3328000605106354, ""Transportation"": 0.30194905400276184, ""Valuation"": 0.25326547026634216}";True;False
https://github.com/Data4Democracy/crash-model;Utilities;Transportation;{};False;False;"{""Preventative and Reactive"": 0.835874617099762, ""Tools"": 0.5212863087654114, ""Transportation"": 0.480813205242157, ""Student"": 0.4140626788139343, ""Machine Learning"": 0.3899717628955841, ""Insurance and Risk"": 0.28063490986824036}";False;True
https://github.com/datacamp/course-resources-ml-with-experts-budgets/;Education & Research;School;"{""Finance"": 0.5090786814689636}";False;False;"{""Machine Learning"": 0.9604880213737488, ""School"": 0.9096301198005676, ""Student"": 0.8789600133895874, ""Sequencing"": 0.32074248790740967, ""Quality"": 0.3000238537788391}";False;True
https://github.com/datadesk/california-ccscore-analysis;Utilities;Water & Pollution;"{""Emergency & Relief"": 0.36006873846054077}";False;False;"{""Preventative and Reactive"": 0.47754329442977905, ""Water & Pollution"": 0.34158384799957275, ""Quality"": 0.3266519010066986}";False;True
https://github.com/datadesk/california-electricity-capacity-analysis;Utilities;Electricity;"{""Utilities"": 0.3537803590297699, ""Economics"": 0.3038058280944824}";True;False;"{""Preventative and Reactive"": 0.5500684380531311, ""Policy and Regulatory"": 0.29727303981781006}";False;False
https://github.com/datadesk/lapd-crime-classification-analysis;Emergency & Relief;Crime;{};False;False;"{""Failure"": 0.514587938785553, ""Sequencing"": 0.3320063352584839, ""Physical"": 0.2815602719783783, ""Preventative and Reactive"": 0.2737860083580017, ""General"": 0.26440340280532837}";False;False
https://github.com/datakind/datadive-gates92y-proj3-form990;Government and Public Works;Charities;{};False;False;"{""Student"": 0.3268285095691681}";False;False
https://github.com/DataScienceForGood/TaxationInequality;Government and Public Works;Social Policies;"{""Finance"": 0.6613783240318298}";False;False;"{""Preventative and Reactive"": 0.37757664918899536}";False;False
https://github.com/davidawad/lobe;Justice, Law and Regulations;Tools;"{""Justice, Law and Regulations"": 0.48541727662086487, ""Finance"": 0.252363920211792}";True;False;"{""Machine Learning"": 0.6789994239807129, ""Quality"": 0.5872900485992432, ""Preventative and Reactive"": 0.4656089246273041, ""Valuation"": 0.4030182361602783, ""Insurance and Risk"": 0.39465487003326416, ""Policy and Regulatory"": 0.3189854323863983}";False;False
https://github.com/davidjwiner/political_affiliation_prediction;Government and Public Works;Politics;{};False;False;"{""Politics"": 0.9456936120986938, ""Preventative and Reactive"": 0.7551830410957336, ""Machine Learning"": 0.6746900677680969, ""Tools"": 0.6714450716972351, ""Student"": 0.6120165586471558, ""General"": 0.5101907253265381}";True;False
https://github.com/davidmasse/US-supreme-court-prediction;Justice, Law and Regulations;Judicial Applied;{};False;False;"{""Student"": 0.5280460119247437, ""Quality"": 0.34242507815361023, ""Machine Learning"": 0.3224557340145111, ""Tools"": 0.30079299211502075, ""Judicial Applied"": 0.2866334915161133}";False;True
https://github.com/davidsontheath/bias_corrected_estimators/;Justice, Law and Regulations;Policy and Regulatory;{};False;False;"{""Preventative and Reactive"": 0.4145074486732483, ""Tools"": 0.3917109966278076, ""Student"": 0.2640565037727356}";False;False
https://github.com/davidsteinar/structural-uncertainty;Construction & Engineering;Engineering;"{""Construction & Engineering"": 0.5495693683624268, ""Banking & Insurance"": 0.33586689829826355, ""Real Estate, Rental & Leasing"": 0.32856351137161255, ""Government and Public Works"": 0.3043134808540344, ""Biotechnological & Life Sciences"": 0.30088821053504944, ""Manufacturing"": 0.29486310482025146, ""Finance"": 0.2580905556678772}";True;False;"{""Machine Learning"": 0.9753220081329346, ""Student"": 0.8870402574539185, ""Insurance and Risk"": 0.5199652910232544, ""Policy and Regulatory"": 0.30264946818351746, ""School"": 0.2925548255443573, ""Management and Operations"": 0.27685341238975525}";False;False
https://github.com/dchannah/fraudhacker;Banking & Insurance;Insurance and Risk;"{""Healthcare"": 0.8497623205184937}";False;False;{};False;False
https://github.com/dchannah/materials_mining;Construction & Engineering;Material Science;"{""Utilities"": 0.32801783084869385}";False;False;"{""General"": 0.40299031138420105, ""Quality"": 0.3079024851322174, ""Sequencing"": 0.3059132397174835}";False;False
https://github.com/deadskull7/Agricultural-Price-Prediction-and-Visualization-on-Android-App;Agriculture;Economics;"{""Agriculture"": 0.8747429847717285}";True;False;"{""Tools"": 0.32158756256103516}";False;False
https://github.com/deepchem/deepchem;Biotechnological & Life Sciences;General;"{""Biotechnological & Life Sciences"": 0.7655360698699951}";True;False;"{""Life-sciences"": 0.9836609363555908, ""Material Science"": 0.6708055734634399, ""Machine Learning"": 0.4805696904659271, ""Student"": 0.33019930124282837}";False;False
https://github.com/denadai2/real-estate-neighborhood-prediction;Banking & Insurance;Valuation;"{""Economics"": 0.7472435832023621}";False;False;"{""Real Estate"": 0.8909491896629333, ""Tools"": 0.7652819156646729, ""Sequencing"": 0.708364725112915, ""Machine Learning"": 0.5713339447975159, ""Student"": 0.5494846105575562, ""Preventative and Reactive"": 0.4444604814052582}";False;False
https://github.com/DFS-UCU/UkrainianAgriculture;Agriculture;Economics;"{""Biotechnological & Life Sciences"": 0.45672520995140076}";False;False;"{""Student"": 0.8307702541351318, ""Preventative and Reactive"": 0.3751506805419922, ""Sequencing"": 0.3525962233543396, ""Life-sciences"": 0.3150591254234314, ""Machine Learning"": 0.30427196621894836, ""Genomics"": 0.29492902755737305, ""Transportation"": 0.27567529678344727, ""Rental & Leasing"": 0.2713533341884613, ""Material Science"": 0.2671481966972351}";False;False
https://github.com/DimaStoyanov/Ambulance-Dispatching;Emergency & Relief;Ambulance:;"{""Emergency & Relief"": 0.7763800621032715, ""Healthcare"": 0.5719550848007202}";True;False;"{""Transportation"": 0.5854676961898804, ""Preventative and Reactive"": 0.5462610125541687, ""Student"": 0.44354864954948425}";False;False
https://github.com/DistrictDataLabs/city-dash;Government and Public Works;Social Policies;{};False;False;"{""Preventative and Reactive"": 0.3568430542945862}";False;False
https://github.com/divyam3897/agriculture;Agriculture;Development;"{""Utilities"": 0.32801783084869385}";False;False;"{""General"": 0.40299031138420105, ""Quality"": 0.3079024851322174, ""Sequencing"": 0.3059132397174835}";False;False
https://github.com/DivyaMadhu/School-Budget-Prediction;Education & Research;School;{};False;False;"{""School"": 0.5554707646369934}";True;False
https://github.com/dkirkby/MachineLearningStatistics;Physics;Machine Learning;"{""Physics"": 0.9854127168655396}";True;False;"{""Machine Learning"": 0.9713625311851501, ""Physical"": 0.9361111521720886, ""Student"": 0.47708895802497864}";True;False
https://github.com/DLColumbia/DL_forFinance;Finance;Trading & Investment;"{""Finance"": 0.9884430170059204}";True;False;"{""Tools"": 0.30783218145370483, ""Student"": 0.2549394369125366}";False;False
https://github.com/dmodjeska/barnet_transactions/;Government and Public Works;Social Policies;{};False;False;"{""Preventative and Reactive"": 0.6677076816558838, ""Machine Learning"": 0.40522482991218567}";False;False
https://github.com/DocVaughan/MCHE485---Mechanical-Vibrations;Construction & Engineering;Engineering;"{""Utilities"": 0.8498601913452148, ""Construction & Engineering"": 0.2843414545059204, ""Manufacturing"": 0.2762559652328491, ""Education & Research"": 0.26262167096138}";False;True;"{""Student"": 0.5655073523521423, ""Preventative and Reactive"": 0.4548170566558838, ""Machine Learning"": 0.26939016580581665}";False;False
https://github.com/ds-modules/EEP-147;Justice, Law and Regulations;Policy and Regulatory;{};False;False;{};False;False
https://github.com/dssg/triage;Government and Public Works;Social Policies;{};False;False;"{""General"": 0.9895910620689392, ""Tools"": 0.6914201974868774, ""Social Policies"": 0.37845346331596375}";False;True
https://github.com/DTUWindEnergy/Python4WindEnergy;Construction & Engineering;Engineering;"{""Education & Research"": 0.2526075839996338}";False;False;"{""Student"": 0.6408463716506958, ""Preventative and Reactive"": 0.3177656829357147}";False;False
https://github.com/duncangh/FSA;Finance;Data;"{""Utilities"": 0.32801783084869385}";False;False;"{""General"": 0.40299031138420105, ""Quality"": 0.3079024851322174, ""Sequencing"": 0.3059132397174835}";False;False
https://github.com/ebrahimraeyat/Civil;Construction & Engineering;Engineering;"{""Government and Public Works"": 0.2689436376094818}";False;False;"{""Tools"": 0.7844997048377991, ""Student"": 0.5442057251930237, ""Preventative and Reactive"": 0.4459505081176758, ""Quality"": 0.4242386817932129, ""General"": 0.37664172053337097, ""Water & Pollution"": 0.3125554919242859}";False;False
https://github.com/edmundooo/more-money-more-problems;Government and Public Works;Politics;{};False;False;"{""Politics"": 0.8578404188156128, ""Student"": 0.5825231075286865, ""General"": 0.5101489424705505, ""Quality"": 0.2831862270832062}";True;False
https://github.com/ehsanasgari/Deep-Proteomics;Biotechnological & Life Sciences;Sequencing;"{""Utilities"": 0.32801783084869385}";False;False;"{""General"": 0.40299031138420105, ""Quality"": 0.3079024851322174, ""Sequencing"": 0.3059132397174835}";False;True
https://github.com/EliadProject/Hotels-Data-Science;Accommodation & Food;Accomodation;{};False;False;"{""Tourism"": 0.7384481430053711, ""Machine Learning"": 0.6500024199485779, ""Tools"": 0.5939035415649414, ""Preventative and Reactive"": 0.385670930147171, ""Quality"": 0.3855630159378052}";False;False
https://github.com/eloyekunle/student_intervention/;Education & Research;Student;"{""Education & Research"": 0.5753748416900635, ""Finance"": 0.47698724269866943, ""Biotechnological & Life Sciences"": 0.4421731233596802, ""Construction & Engineering"": 0.4198107123374939, ""Accounting"": 0.399160236120224, ""Economics"": 0.35976359248161316, ""Physics"": 0.3418286442756653}";True;False;"{""Machine Learning"": 0.9899412989616394, ""Student"": 0.8853589296340942, ""School"": 0.7472929358482361, ""Preventative and Reactive"": 0.6334612369537354, ""Tools"": 0.5558610558509827, ""Sequencing"": 0.5479721426963806, ""Quality"": 0.5322473049163818, ""Life-sciences"": 0.4626014530658722, ""Management and Operations"": 0.4377644658088684}";False;True
https://github.com/EricHe98/Financial-Statements-Text-Analysis;Accounting;Textual Analysis;"{""Finance"": 0.7633464336395264, ""Accounting"": 0.38509437441825867}";False;True;"{""Maintenance"": 0.8412501811981201, ""Tools"": 0.6889484524726868, ""Quality"": 0.47999608516693115, ""Preventative and Reactive"": 0.34066349267959595, ""Sequencing"": 0.27813443541526794}";False;False
https://github.com/erickjtorres/AI_LegalDoc_Hackathon;Justice, Law and Regulations;Policy and Regulatory;"{""Justice, Law and Regulations"": 0.741499662399292}";True;False;"{""Preventative and Reactive"": 0.9112921953201294, ""Policy and Regulatory"": 0.8546143174171448, ""General"": 0.3300185799598694}";False;True
https://github.com/ernestyalumni/CompPhys;Physics;General;{};False;False;{};False;False
https://github.com/eswar3/Zillow-prediction-models;Banking & Insurance;Valuation;"{""Real Estate, Rental & Leasing"": 0.26060640811920166}";False;False;"{""Machine Learning"": 0.9806362390518188, ""Preventative and Reactive"": 0.4778919816017151, ""Student"": 0.3944512903690338, ""Valuation"": 0.32892823219299316, ""Water & Pollution"": 0.313021183013916, ""Quality"": 0.2794175446033478, ""Rental & Leasing"": 0.2704543173313141}";False;True
https://github.com/everAspiring/RegressionAnalysis;Accommodation & Food;Restaurant;"{""Accommodation & Food"": 0.9640671610832214}";True;False;"{""Restaurant"": 0.986284613609314, ""Food"": 0.9774949550628662, ""Preventative and Reactive"": 0.3075239062309265}";True;False
https://github.com/fangshulin/Vulnerability-Analysis-for-Transportation-Networks;Utilities;Transportation;{};False;False;"{""Transportation"": 0.9180627465248108, ""Tools"": 0.44325730204582214}";True;False
https://github.com/farkhondehm/Social-Assistance;Government and Public Works;Social Policies;"{""Government and Public Works"": 0.6802809834480286, ""Finance"": 0.45178326964378357, ""Economics"": 0.39683419466018677, ""Emergency & Relief"": 0.3034936189651489}";True;False;"{""Quality"": 0.7234716415405273, ""Social Policies"": 0.57063889503479, ""Tools"": 0.5110445022583008, ""Physical"": 0.4570991098880768, ""Marketing"": 0.4176095128059387, ""Sequencing"": 0.3369545340538025, ""Preventative and Reactive"": 0.33354175090789795, ""Policy and Regulatory"": 0.31850501894950867, ""Management and Operations"": 0.30458372831344604, ""General"": 0.26357501745224, ""Maintenance"": 0.25237560272216797}";False;True
https://github.com/farwacheema/DA-electricity-price-forecasting;Utilities;Electricity;"{""Utilities"": 0.6570332646369934, ""Economics"": 0.2524695098400116}";True;False;"{""Machine Learning"": 0.9605987668037415, ""Preventative and Reactive"": 0.8693267107009888, ""Tools"": 0.43922144174575806, ""Student"": 0.3513432741165161, ""Quality"": 0.34473708271980286}";False;False
https://github.com/Featuretools/predict-household-poverty;Government and Public Works;Social Policies;{};False;False;"{""Preventative and Reactive"": 0.9169772863388062, ""Machine Learning"": 0.7251977920532227, ""Tools"": 0.7235345840454102, ""Student"": 0.30377382040023804}";False;False
https://github.com/Featuretools/predict-loan-repayment;Banking & Insurance;Consumer Financial;"{""Finance"": 0.8122313618659973, ""Banking & Insurance"": 0.7294184565544128, ""Utilities"": 0.41796618700027466, ""Emergency & Relief"": 0.28416216373443604, ""Education & Research"": 0.27431604266166687, ""Wholesale & Retail"": 0.2593027651309967}";False;True;"{""Machine Learning"": 0.8058920502662659, ""Preventative and Reactive"": 0.744167685508728, ""Tools"": 0.7007341384887695, ""Student"": 0.5372101068496704, ""General"": 0.5134196281433105, ""Rental & Leasing"": 0.4919288456439972, ""Restaurant"": 0.4313105344772339, ""Valuation"": 0.41911938786506653, ""Insurance and Risk"": 0.4151373505592346, ""Transportation"": 0.349234402179718, ""Quality"": 0.29855766892433167, ""Trading & Investment"": 0.2896389067173004, ""Retail"": 0.2570609450340271}";False;False
https://github.com/felzek/Crime-Review-Data-Analysis;Emergency & Relief;Crime;"{""Utilities"": 0.32801783084869385}";False;False;"{""General"": 0.40299031138420105, ""Quality"": 0.3079024851322174, ""Sequencing"": 0.3059132397174835}";False;False
https://github.com/finnqiao/cohort_online_retail;Wholesale & Retail;Retail;"{""Utilities"": 0.32801783084869385}";False;False;"{""General"": 0.40299031138420105, ""Quality"": 0.3079024851322174, ""Sequencing"": 0.3059132397174835}";False;False
https://github.com/firmai/interactive-corporate-report;Accommodation & Food;Restaurant;"{""Finance"": 0.3921009600162506, ""Banking & Insurance"": 0.3458329141139984, ""Construction & Engineering"": 0.3373894989490509, ""Manufacturing"": 0.331697016954422, ""Wholesale & Retail"": 0.2786237299442291, ""Biotechnological & Life Sciences"": 0.2647072970867157}";False;False;"{""Preventative and Reactive"": 0.5557045340538025, ""Insurance and Risk"": 0.4350341260433197, ""Quality"": 0.3305700719356537, ""Management and Operations"": 0.3253745138645172, ""Trading & Investment"": 0.28055429458618164, ""Retail"": 0.25665831565856934}";False;False
https://github.com/FPAL-Stanford-University/FloATPy;Physics;General;"{""Physics"": 0.6360947489738464}";True;False;"{""Student"": 0.3179487884044647}";False;False
https://github.com/fpli-mbr/LA-Parking-Tickets;Government and Public Works;Social Policies;{};False;False;"{""Tools"": 0.5720358490943909, ""Quality"": 0.426957368850708, ""Student"": 0.2787790298461914}";False;False
https://github.com/FUSED-Wind/FUSED-Wake;Utilities;Electricity;{};False;False;"{""Preventative and Reactive"": 0.4229322671890259, ""Machine Learning"": 0.31099143624305725, ""Quality"": 0.2545180022716522}";False;False
https://github.com/fvisconti/gammas_machine_learning;Physics;General;{};False;False;"{""Tools"": 0.7881044149398804}";False;False
https://github.com/gablg1/ORGAN;Biotechnological & Life Sciences;Chemoinformatics and drug discovery;{};False;False;"{""Sequencing"": 0.6296167373657227, ""Machine Learning"": 0.5398107171058655}";False;False
https://github.com/gabrielilharco/snap-n-eat;Accommodation & Food;Food;"{""Accommodation & Food"": 0.8660465478897095}";True;False;"{""Food"": 0.9887816309928894, ""Machine Learning"": 0.9785816669464111, ""Preventative and Reactive"": 0.7736142873764038, ""Student"": 0.5492262244224548, ""Restaurant"": 0.49282535910606384}";True;False
https://github.com/gauravmunjal13/Agriculture;Agriculture;Development;"{""Agriculture"": 0.9320523738861084, ""Biotechnological & Life Sciences"": 0.7622233629226685}";True;False;"{""Machine Learning"": 0.9066601395606995, ""Preventative and Reactive"": 0.8032442331314087, ""Food"": 0.5009625554084778, ""Student"": 0.4385262727737427, ""Tools"": 0.2638096511363983, ""Life-sciences"": 0.2563355565071106}";False;False
https://github.com/geoscixyz/em-apps;Construction & Engineering;Engineering;{};False;False;"{""Student"": 0.46615132689476013}";False;False
https://github.com/GiggleLiu/marburg;Physics;Machine Learning;"{""Physics"": 0.8276829719543457}";True;False;"{""Physical"": 0.6601050496101379, ""Student"": 0.34175390005111694, ""Machine Learning"": 0.32763975858688354}";False;True
https://github.com/girishkuniyal/Predict-housing-prices-in-Portland;Real Estate, Rental & Leasing;Real Estate;"{""Real Estate, Rental & Leasing"": 0.4838466942310333, ""Economics"": 0.27565017342567444, ""Finance"": 0.25242024660110474}";True;False;"{""Real Estate"": 0.9895145893096924, ""Tools"": 0.7710722088813782, ""Preventative and Reactive"": 0.7262892127037048, ""Machine Learning"": 0.41147759556770325, ""Valuation"": 0.2893291711807251}";True;False
https://github.com/GirrajMaheshwari/Legal-Analytics-project---Court-misclassification;Justice, Law and Regulations;Judicial Applied;"{""Justice, Law and Regulations"": 0.44881442189216614}";True;False;"{""Machine Learning"": 0.9707357883453369, ""Textual Analysis"": 0.9289818406105042, ""Tools"": 0.7294445633888245, ""Student"": 0.47635188698768616, ""Judicial Applied"": 0.464581698179245, ""Restaurant"": 0.2810530662536621}";False;True
https://github.com/GirrajMaheshwari/Web-scrapping-/;Justice, Law and Regulations;Tools;"{""Justice, Law and Regulations"": 0.2963699400424957}";True;False;"{""Preventative and Reactive"": 0.7513061165809631}";False;False
https://github.com/GitiHubi/deepAI;Accounting;Machine Learning;"{""Accounting"": 0.9611569046974182}";True;False;"{""Machine Learning"": 0.8263407349586487, ""Student"": 0.2601812481880188}";True;False
https://github.com/Global-Witness/overseas-companies-land-ownership/;Government and Public Works;Social Policies;{};False;False;"{""Real Estate"": 0.9380791187286377, ""General"": 0.4368478059768677}";False;False
https://github.com/google/deepvariant;Biotechnological & Life Sciences;Genomics;"{""Biotechnological & Life Sciences"": 0.3120260536670685}";True;False;"{""Machine Learning"": 0.9515215158462524, ""Life-sciences"": 0.4534495174884796, ""Sequencing"": 0.3491416871547699, ""Genomics"": 0.2836768925189972, ""Student"": 0.2780291438102722}";False;True
https://github.com/govwiki/rating_history;Banking & Insurance;Insurance and Risk;"{""Finance"": 0.477689653635025, ""Justice, Law and Regulations"": 0.4597681760787964}";False;False;"{""Tools"": 0.8384873867034912, ""Policy and Regulatory"": 0.726082444190979, ""Sequencing"": 0.6291199922561646, ""Quality"": 0.5889866352081299, ""Preventative and Reactive"": 0.5262360572814941, ""Student"": 0.45622771978378296, ""General"": 0.3856189250946045, ""Restaurant"": 0.38218486309051514, ""Retail"": 0.3050489127635956}";False;False
https://github.com/greenelab/adage;Biotechnological & Life Sciences;Genomics;{};False;False;"{""Machine Learning"": 0.5525445938110352, ""Preventative and Reactive"": 0.5266246795654297, ""General"": 0.35399940609931946}";False;False
https://github.com/greenelab/SPRINT_gan;Biotechnological & Life Sciences;General;"{""Healthcare"": 0.7750251889228821}";False;False;"{""Machine Learning"": 0.8927934169769287, ""General"": 0.8401216268539429, ""Student"": 0.5048524141311646, ""Tools"": 0.4335707426071167, ""Quality"": 0.38695594668388367}";False;True
https://github.com/GretelDePaepe/FindingDonuts;Real Estate, Rental & Leasing;Real Estate;"{""Real Estate, Rental & Leasing"": 0.6456171870231628}";True;False;"{""Real Estate"": 0.9725168943405151, ""Tools"": 0.7007058262825012, ""Preventative and Reactive"": 0.6746319532394409, ""Student"": 0.45532265305519104, ""Trading & Investment"": 0.4297125041484833, ""Quality"": 0.3993276357650757}";True;False
https://github.com/gschivley/carbon-index;Utilities;Electricity;"{""Utilities"": 0.39241716265678406}";True;False;"{""Tools"": 0.551263153553009, ""Preventative and Reactive"": 0.3929464519023895}";False;False
https://github.com/gumballhead/mpr;Agriculture;Economics;"{""Agriculture"": 0.8716787099838257, ""Justice, Law and Regulations"": 0.4706488251686096}";True;False;"{""Policy and Regulatory"": 0.7863173484802246, ""Preventative and Reactive"": 0.5693554282188416, ""Food"": 0.35875582695007324}";False;False
https://github.com/Gunnstein/fatpack;Construction & Engineering;Engineering;"{""Real Estate, Rental & Leasing"": 0.5045921802520752, ""Wholesale & Retail"": 0.34515294432640076, ""Banking & Insurance"": 0.3137696385383606, ""Construction & Engineering"": 0.3105061948299408, ""Finance"": 0.2628539204597473, ""Government and Public Works"": 0.2587532699108124}";False;True;"{""Insurance and Risk"": 0.4744059145450592, ""Sequencing"": 0.46972382068634033, ""Rental & Leasing"": 0.4466085433959961, ""General"": 0.42641985416412354, ""Student"": 0.41046008467674255, ""Quality"": 0.4096085727214813, ""Water & Pollution"": 0.3846450448036194, ""Real Estate"": 0.36238622665405273, ""Failure"": 0.335232675075531, ""Valuation"": 0.31655797362327576, ""Wholesale"": 0.2948513925075531, ""Physical"": 0.2921462059020996, ""Preventative and Reactive"": 0.28825217485427856, ""Retail"": 0.26408088207244873}";False;False
https://github.com/gzsuyu/Data-Analysis-NYC-Restaurant-Inspection-Data;Accommodation & Food;Restaurant;"{""Accommodation & Food"": 0.5631071925163269}";True;False;"{""Restaurant"": 0.9274819493293762, ""Preventative and Reactive"": 0.6440008878707886, ""Food"": 0.6084246039390564, ""Quality"": 0.45755892992019653}";True;False
https://github.com/hackingmaterials/atomate;Construction & Engineering;Material Science;{};False;False;"{""Material Science"": 0.9600886106491089, ""Preventative and Reactive"": 0.5297712087631226, ""Quality"": 0.34574222564697266}";True;False
https://github.com/hackoregon/2019-transportation-data-science;Utilities;Transportation;{};False;False;"{""Transportation"": 0.9767937660217285, ""Preventative and Reactive"": 0.36273324489593506}";True;False
https://github.com/hallba/WritingSimulators;Biotechnological & Life Sciences;General;"{""Biotechnological & Life Sciences"": 0.25513604283332825}";True;False;"{""Life-sciences"": 0.7092756628990173, ""Student"": 0.4059707820415497, ""Preventative and Reactive"": 0.3961111605167389}";False;False
https://github.com/hamaadshah/market_risk_gan_keras;Banking & Insurance;Insurance and Risk;"{""Real Estate, Rental & Leasing"": 0.3402339816093445, ""Banking & Insurance"": 0.33982932567596436, ""Wholesale & Retail"": 0.26227620244026184}";False;True;"{""Machine Learning"": 0.992794394493103, ""Insurance and Risk"": 0.7401450872421265, ""Preventative and Reactive"": 0.44262346625328064, ""Restaurant"": 0.31658118963241577, ""Real Estate"": 0.2867715060710907, ""Tools"": 0.2796158492565155, ""Retail"": 0.26701319217681885}";False;True
https://github.com/han-yan-ds/Kaggle-Bosch;Manufacturing;General;"{""Manufacturing"": 0.9821773767471313}";True;False;"{""Preventative and Reactive"": 0.6853942275047302}";False;False
https://github.com/hardmaru/estool;Biotechnological & Life Sciences;Life-sciences;{};False;False;"{""Tools"": 0.8439384698867798, ""Preventative and Reactive"": 0.5217309594154358}";False;False
https://github.com/Hasan330/Order-Cancellation-Prediction-Model;Accommodation & Food;Accomodation;{};False;False;"{""Preventative and Reactive"": 0.8736120462417603, ""Machine Learning"": 0.5933877825737, ""Tourism"": 0.5784642100334167, ""Tools"": 0.462134450674057}";False;False
https://github.com/hathix/youtube-transcriber;Media & Publishing;Marketing;"{""Emergency & Relief"": 0.34087488055229187, ""Education & Research"": 0.31153351068496704}";False;False;"{""Quality"": 0.7940596342086792, ""Machine Learning"": 0.6199387907981873, ""General"": 0.6085835695266724, ""Student"": 0.588636040687561, ""Water & Pollution"": 0.3940374553203583, ""Sequencing"": 0.30087658762931824, ""Insurance and Risk"": 0.27297458052635193, ""Preventative and Reactive"": 0.2594585120677948}";False;False
https://github.com/hbutsuak95/Quality-Optimization-of-Steel;Construction & Engineering;Material Science;{};False;False;{};False;False
https://github.com/hep-lbdl/adversarial-jets;Physics;General;"{""Physics"": 0.983792781829834}";True;False;"{""Machine Learning"": 0.4677075147628784, ""Student"": 0.3976815640926361, ""Physical"": 0.30479487776756287, ""Preventative and Reactive"": 0.27961021661758423}";False;False
https://github.com/hep-lbdl/CaloGAN;Physics;Machine Learning;"{""Physics"": 0.9861757755279541}";True;False;{};False;False
https://github.com/higgsfield/interaction_network_pytorch;Physics;General;"{""Physics"": 0.7378748059272766}";True;False;"{""Student"": 0.2913151681423187}";False;False
https://github.com/HIPS/neural-fingerprint;Biotechnological & Life Sciences;Chemoinformatics and drug discovery;"{""Biotechnological & Life Sciences"": 0.38190677762031555}";True;False;"{""Machine Learning"": 0.9099642038345337, ""Life-sciences"": 0.5193768739700317, ""Quality"": 0.4935542643070221, ""Tools"": 0.394753634929657, ""Student"": 0.3667178750038147, ""Water & Pollution"": 0.3591727614402771, ""Genomics"": 0.3359931409358978, ""Transportation"": 0.2933295965194702, ""Valuation"": 0.26563724875450134, ""Material Science"": 0.2542293667793274}";False;False
https://github.com/HitarthiShah/Radiation-Data-Analysis;Construction & Engineering;Engineering;{};False;False;"{""Tools"": 0.830620288848877, ""Machine Learning"": 0.8302817344665527, ""Quality"": 0.35602661967277527, ""Preventative and Reactive"": 0.3025425672531128}";False;False
https://github.com/hkacmaz/Bankin_Recovery/;Banking & Insurance;Insurance and Risk;{};False;False;"{""Failure"": 0.45896056294441223, ""General"": 0.34843531250953674, ""Quality"": 0.3234449625015259, ""Physical"": 0.3002658188343048, ""Preventative and Reactive"": 0.26184794306755066}";False;False
https://github.com/hockeyjudson/Legal-Entity-Detection/;Justice, Law and Regulations;Tools;"{""Justice, Law and Regulations"": 0.8224711418151855}";True;False;"{""General"": 0.7589020133018494, ""Preventative and Reactive"": 0.47950980067253113, ""Quality"": 0.2587217092514038}";False;False
https://github.com/HowardNTUST/Marketing-Data-Science-Application;Media & Publishing;Marketing;"{""Utilities"": 0.32801783084869385}";False;False;"{""General"": 0.40299031138420105, ""Quality"": 0.3079024851322174, ""Sequencing"": 0.3059132397174835}";False;False
https://github.com/hussius/deeplearning-biology;Biotechnological & Life Sciences;Sequencing;"{""Biotechnological & Life Sciences"": 0.5720555782318115}";True;False;"{""Life-sciences"": 0.5416554808616638}";False;False
https://github.com/hvantil/ElectricityDemandForecasting;Utilities;Electricity;"{""Utilities"": 0.8331918716430664}";True;False;"{""Preventative and Reactive"": 0.5533019304275513, ""Tools"": 0.3422924280166626, ""Student"": 0.2539980411529541}";False;False
https://github.com/hyattsaleh15/RealStateRecommender;Real Estate, Rental & Leasing;Real Estate;"{""Real Estate, Rental & Leasing"": 0.6515006422996521}";True;False;"{""Real Estate"": 0.9875319004058838, ""Tools"": 0.8821336030960083, ""Quality"": 0.5953962206840515, ""Machine Learning"": 0.5255932211875916, ""Student"": 0.5043391585350037, ""Preventative and Reactive"": 0.42971065640449524, ""Physical"": 0.31654831767082214, ""Rental & Leasing"": 0.3042847514152527}";True;False
