date;description;license;link;ml_detected;ml_libs;ml_slugs;ml_terms;reference;score_views;score_votes;scraped_at;sources;tags;title;type;views;votes;score_private;score_public
2015-08-31 16:38:56;;Apache 2.0;https://www.kaggle.com/makotoinoue/coupon-list-train-data-exploration;0.5;[];['ner', 'ai', 'rl', 'nlp', 'nn', 'ml'];['test data', 'train', 'deep learning', 'label', 'predict', 'classification'];https://www.kaggle.com/c/coupon-purchase-prediction;0.684;0.311;2020-12-12 18:10:21;Coupon Purchase Prediction;[];coupon_list_train data exploration;Rmarkdown script;2184.0;11;;
2015-07-17 15:42:58;;Apache 2.0;https://www.kaggle.com/mandalsubhajit/cosine-similarity-of-user-and-coupon;0.5;[];['nlp', 'ai', 'nn', 'ner'];['train', 'model', 'deep learning', 'label', 'predict', 'classification'];https://www.kaggle.com/c/coupon-purchase-prediction;0.726;0.327;2020-12-12 18:10:21;Coupon Purchase Prediction;[];Cosine Similarity of User and Coupon;R script;5648.0;13;0.00046;0.00046
2015-07-16 20:10:41;;Apache 2.0;https://www.kaggle.com/mandalsubhajit/match-by-ken-name;0.5;[];['nlp', 'ai', 'nn', 'ner'];['train', 'classification', 'deep learning', 'predict'];https://www.kaggle.com/c/coupon-purchase-prediction;0.738;0.387;2020-12-12 18:10:21;Coupon Purchase Prediction;[];Beating the Benchmark;R script;7641.0;25;0.00299;0.00310
2015-09-10 20:18:55;;Apache 2.0;https://www.kaggle.com/mandalsubhajit/modified-cosine-similarity-0-00556;0.5;[];['nlp', 'ai', 'nn', 'ner'];['train', 'model', 'deep learning', 'predict', 'classification'];https://www.kaggle.com/c/coupon-purchase-prediction;0.779;0.435;2020-12-12 18:10:21;Coupon Purchase Prediction;[];Modified Cosine Similarity (0.006349);R script;23197.0;44;0.00509;0.00645
2015-09-11 04:34:55;;Apache 2.0;https://www.kaggle.com/michaelpawlus/modified-cosine-similarity-0-006253;0.5;[];['nlp', 'ai', 'nn', 'ner'];['train', 'model', 'deep learning', 'predict', 'classification'];https://www.kaggle.com/c/coupon-purchase-prediction;0.678;0.214;2020-12-12 18:10:21;Coupon Purchase Prediction;[];Modified Cosine Similarity (0.006253);R script;1919.0;4;0.00443;0.00524
2015-09-06 19:35:59;;Apache 2.0;https://www.kaggle.com/mkurnikov/modified-cos-similarity-python-edition;0.5;[];['ner', 'ai', 'nlp', 'nn', 'ml'];['filter', 'train', 'deep learning', 'predict', 'classification'];https://www.kaggle.com/c/coupon-purchase-prediction;0.737;0.334;2020-12-12 18:10:21;Coupon Purchase Prediction;[];modified cos similarity, python edition;Python script;7431.0;14;0.00507;0.00628
2015-09-06 17:23:34;;Apache 2.0;https://www.kaggle.com/prasanna23/translate-japanese-to-english-python;0.5;[];['ner', 'ai', 'nlp', 'nn', 'ann'];['train', 'classification', 'deep learning', 'predict'];https://www.kaggle.com/c/coupon-purchase-prediction;0.744;0.346;2020-12-12 18:10:21;Coupon Purchase Prediction;[];translate japanese to english - python;Python script;8732.0;16;;
2015-09-15 14:22:53;;Apache 2.0;https://www.kaggle.com/skiaaa/furthermodifiedcosine;0.5;[];['nlp', 'ai', 'nn', 'ner'];['training data', 'test data', 'train', 'model', 'deep learning', 'predict', 'classification'];https://www.kaggle.com/c/coupon-purchase-prediction;0.569;0.188;2020-12-12 18:10:21;Coupon Purchase Prediction;[];FurtherModifiedCosine;R script;272.0;3;0.00571;0.00760
2015-09-24 15:55:25;;Apache 2.0;https://www.kaggle.com/sushize/furthermodifiedcosine-007603adj;0.5;[];['nlp', 'ai', 'nn', 'ner'];['training data', 'test data', 'train', 'model', 'deep learning', 'predict', 'classification'];https://www.kaggle.com/c/coupon-purchase-prediction;0.721;0.292;2020-12-12 18:10:21;Coupon Purchase Prediction;[];FurtherModifiedCosine(.007603adj);R script;4963.0;9;0.00575;0.00759
2015-07-22 19:52:09;;Apache 2.0;https://www.kaggle.com/tobycheese/translate-capsule-text-and-genre-name;0.5;[];['nlp', 'ai', 'nn', 'ner'];['train', 'classification', 'deep learning', 'predict'];https://www.kaggle.com/c/coupon-purchase-prediction;0.717;0.346;2020-12-12 18:10:21;Coupon Purchase Prediction;[];Translate capsule text and genre name;Python script;4468.0;16;0.00000;0.00000
2015-08-06 18:31:34;;Apache 2.0;https://www.kaggle.com/tonets/0-00664coupon;0.5;[];['ner', 'ai', 'dl', 'nlp', 'nn'];['train', 'classification', 'deep learning', 'predict'];https://www.kaggle.com/c/coupon-purchase-prediction;0.706;0.253;2020-12-12 18:10:21;Coupon Purchase Prediction;[];0.00644coupon [0.000146];Python script;3509.0;6;0.00014;0.00013
2020-03-24 14:09:55;Introduction (Although it doesn't need any)(The Visualizations are updated every 24 Hours);Apache 2.0;https://www.kaggle.com/abhinand05/covid-19-digging-a-bit-deeper;0.5;[];['ai', 'dl', 'gan', 'rl', 'nn'];['rank', 'label', 'train'];https://www.kaggle.com/c/covid19-global-forecasting-week-1;0.809;0.604;2020-12-12 18:11:58;multiple data sources;[];COVID-19: Digging a Bit Deeper;Python notebook;63020.0;478;;
2020-04-12 19:17:38;In this notebook I add weather informations, such as temperature and precipitations, to the training set of the COVID-19 forecasting competition, in order to determine whether there is any correlation with the growth of confirmed cases. Weather data is imported from the NOAA GSOD dataset, continuously updated to include recent measurments. Data for this and previous weeks is available in dataset form here. Edit: now missing values are denoted with usual NaNs, and not with 9999s. Edit 2: information concerning humidity was added, following brennanmurphy's advice. More specifically, dewpoint temperature was added from the NOAA GSOD dataset, then absolute and relative humidity were computed.;Apache 2.0;https://www.kaggle.com/davidbnn92/weather-data;0.5;[];['ai', 'rl', 'nn', 'gan'];['train', 'training data'];https://www.kaggle.com/c/covid19-global-forecasting-week-1;0.787;0.535;2020-12-12 18:11:58;multiple data sources;[];Weather data;Python notebook;29884.0;164;;
2020-06-26 18:43:01;The following project has been prepared using colab (used for extra RAM and GPU time) and kaggle, so the entire project is published on GitHub.Link: GitHub Link for the kernels on One-Stop-for-COVID-19-Infection-and-Lung-Segmentation-plus-Classification;Apache 2.0;https://www.kaggle.com/deadskull7/covid-19-inf-lung-segmentation-classification;0.5;[];['cv'];['classification'];https://www.kaggle.com/c/covid19-global-forecasting-week-1;0.731;0.387;2020-12-12 18:11:58;multiple data sources;[];COVID-19 (Inf +Lung) Segmentation + Classification;Python notebook;6401.0;25;;
2020-03-29 15:49:08;Logistic Curve Fitting Confirmed Cases Please watch the following 9-minute video on exponential growth and the spread of disease...https://www.youtube.com/watch?v=Kas0tIxDvrg;Apache 2.0;https://www.kaggle.com/dferhadi/logistic-curve-fitting-global-covid-19-confirmed;0.5;[];['ai', 'dl', 'rl', 'nn', 'ml'];['train', 'fitting', 'model', 'label', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-1;0.728;0.447;2020-12-12 18:11:58;multiple data sources;[];Logistic Curve Fitting - Global Covid-19 Confirmed;Python notebook;5939.0;51;;
2020-03-27 09:54:40;# Total Cases in China;Apache 2.0;https://www.kaggle.com/janvichokshi/covid-19-eda-using-plotly;0.5;[];['ai', 'nn'];['train'];https://www.kaggle.com/c/covid19-global-forecasting-week-1;0.597;0.367;2020-12-12 18:11:58;multiple data sources;[];COVID-19 EDA;Python notebook;430.0;20;;
2020-03-25 21:54:03;;Apache 2.0;https://www.kaggle.com/nonserial/covid19-prediction-with-restcountries-eu-api-data;1.0;['pattern', 'lightgbm'];['ner', 'ai', 'dl', 'gbm', 'cv', 'rl', 'nn', 'ml'];['training data', 'regression', 'train', 'model', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-1;0.703;0.371;2020-12-12 18:11:58;COVID19 Global Forecasting (Week 1);['feature engineering, covid19, gradient boosting'];COVID19: prediction with restcountries.eu API data;Rmarkdown script;3246.0;21;1.36359;1.11937
2020-03-19 23:00:22;Load and preview Data;Apache 2.0;https://www.kaggle.com/opanichev/covid19-global-simple-model;1.0;['sklearn'];['ai', 'nn'];['regression', 'train', 'model', 'label', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-1;0.718;0.403;2020-12-12 18:11:58;COVID19 Global Forecasting (Week 1);[];COVID19 Global Simple Model;Python notebook;4586.0;30;3.48553;1.19022
2020-03-27 19:08:58;Data loading;Apache 2.0;https://www.kaggle.com/osciiart/covid19-lightgbm;1.0;['lightgbm', 'sklearn'];['ner', 'ai', 'dl', 'gan', 'gbm', 'rl'];['filter', 'test data', 'regression', 'train', 'model', 'label', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-1;0.707;0.405;2020-12-12 18:11:58;multiple data sources;[];COVID19_LightGBM;Python notebook;3610.0;31;;
2020-04-09 09:42:31;;Apache 2.0;https://www.kaggle.com/sambitmukherjee/covid-19-forecasting-with-regression-trees;0.5;[];['ner', 'ai', 'rl', 'cv', 'ml'];['filter', 'machine learning', 'regression', 'train', 'model', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-1;0.744;0.449;2020-12-12 18:11:58;COVID19 Global Forecasting (Week 1);['beginner, covid19, decision tree'];COVID-19 Forecasting with Regression Trees;Rmarkdown script;8882.0;52;;
2020-03-25 17:53:45;COVID Global Forecast;Apache 2.0;https://www.kaggle.com/shakshisharma/kernelb454ab925d;1.0;['statsmodels', 'sklearn'];['ai', 'dl', 'rl', 'nn', 'ml'];['regression', 'train', 'fitting', 'model', 'label', 'predict', 'linear regression'];https://www.kaggle.com/c/covid19-global-forecasting-week-1;0.629;0.421;2020-12-12 18:11:58;multiple data sources;[];kernelb454ab925d;Python notebook;748.0;37;2.86816;2.31144
2020-03-19 11:14:38;Load train/test dataset;Apache 2.0;https://www.kaggle.com/super13579/covid19-global-forcast-simple-eda-pr-model;1.0;['sklearn'];['ai', 'rl'];['test data', 'regression', 'train', 'model', 'label', 'predict', 'linear regression'];https://www.kaggle.com/c/covid19-global-forecasting-week-1;0.715;0.423;2020-12-12 18:11:58;COVID19 Global Forecasting (Week 1);[];COVID19 Global forcast Simple EDA & PR model;Python notebook;4352.0;38;2.79344;0.91052
2020-03-19 16:09:07;;Apache 2.0;https://www.kaggle.com/tunguz/simple-covid-19-global-eda;0.5;[];['ai', 'nn', 'ml'];['train'];https://www.kaggle.com/c/covid19-global-forecasting-week-1;0.691;0.371;2020-12-12 18:11:58;COVID19 Global Forecasting (Week 1);[];Simple COVID-19 Global EDA;Python notebook;2505.0;21;;
2020-04-02 00:15:33;;Apache 2.0;https://www.kaggle.com/aerdem4/covid19-w2-final-v2;1.0;['tensorflow', 'xgboost', 'sklearn', 'keras'];['ai', 'nn'];['regression', 'train', 'model', 'epoch', 'layer', 'loss', 'predict', 'relu'];https://www.kaggle.com/c/covid19-global-forecasting-week-2;0.765;0.411;2020-12-12 18:13:38;multiple data sources;[];covid19 w2 final v2;Python notebook;15765.0;33;0.99762;0.06168
2020-04-01 10:14:04;Prepare;Apache 2.0;https://www.kaggle.com/binhlc/sars-cov-2-exponential-model-week-2;1.0;['statsmodels', 'sklearn'];['ai', 'gan', 'rl', 'nn', 'ml'];['filter', 'regression', 'train', 'model', 'label', 'predict', 'bayesian'];https://www.kaggle.com/c/covid19-global-forecasting-week-2;0.704;0.437;2020-12-12 18:13:38;COVID19 Global Forecasting (Week 2);[];SARS-COV-2 Exponential Model - Week 2;Python notebook;3314.0;45;0.88992;0.08319
2020-04-12 19:17:38;In this notebook I add weather informations, such as temperature and precipitations, to the training set of the COVID-19 forecasting competition, in order to determine whether there is any correlation with the growth of confirmed cases. Weather data is imported from the NOAA GSOD dataset, continuously updated to include recent measurments. Data for this and previous weeks is available in dataset form here. Edit: now missing values are denoted with usual NaNs, and not with 9999s. Edit 2: information concerning humidity was added, following brennanmurphy's advice. More specifically, dewpoint temperature was added from the NOAA GSOD dataset, then absolute and relative humidity were computed.;Apache 2.0;https://www.kaggle.com/davidbnn92/weather-data;0.5;[];['ai', 'rl', 'nn', 'gan'];['train', 'training data'];https://www.kaggle.com/c/covid19-global-forecasting-week-2;0.787;0.535;2020-12-12 18:13:38;multiple data sources;[];Weather data;Python notebook;29885.0;164;;
2020-03-29 15:49:08;Logistic Curve Fitting Confirmed Cases Please watch the following 9-minute video on exponential growth and the spread of disease...https://www.youtube.com/watch?v=Kas0tIxDvrg;Apache 2.0;https://www.kaggle.com/dferhadi/logistic-curve-fitting-global-covid-19-confirmed;0.5;[];['ai', 'dl', 'rl', 'nn', 'ml'];['train', 'fitting', 'model', 'label', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-2;0.728;0.447;2020-12-12 18:13:38;multiple data sources;[];Logistic Curve Fitting - Global Covid-19 Confirmed;Python notebook;5940.0;51;;
2020-04-01 22:01:49;;Apache 2.0;https://www.kaggle.com/dott1718/cv19w2-2-sub;1.0;['lightgbm', 'sklearn'];['ner', 'ai', 'dl', 'gbm', 'gan', 'rl', 'nn', 'ann'];['train', 'label'];https://www.kaggle.com/c/covid19-global-forecasting-week-2;0.617;0.34;2020-12-12 18:13:38;COVID19 Global Forecasting (Week 2);[];cv19w2 2 sub;Python notebook;604.0;15;1.04202;0.08813
2020-04-02 05:27:14;Introduction;Apache 2.0;https://www.kaggle.com/eswarchandt/timeseries-forecasting-of-covid-19-week-2-arima;1.0;['statsmodels', 'sklearn'];['ai', 'dl', 'gan', 'rl', 'nn', 'ml'];['filter', 'regression', 'train', 'model', 'label', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-2;0.729;0.433;2020-12-12 18:13:38;COVID19 Global Forecasting (Week 2);['healthcare, time series analysis'];TimeSeries Forecasting of Covid-19(week-2) ARIMA;Python notebook;6051.0;43;;
2020-05-06 16:51:53;Week 3;Apache 2.0;https://www.kaggle.com/gaborfodor/covid19-global-forecasting-top-submissions;1.0;['lightgbm'];['ai', 'gbm', 'cv', 'nn', 'ann'];['train', 'model', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-2;0.677;0.362;2020-12-12 18:13:38;multiple data sources;[];COVID19 Global Forecasting - Top Submissions;Python notebook;1869.0;19;;
2020-04-05 12:57:28;;Apache 2.0;https://www.kaggle.com/mdmahmudferdous/covid-19-global-forecasting-2;1.0;['xgboost', 'sklearn'];['dl', 'ai', 'nn'];['train', 'model', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-2;0.602;0.371;2020-12-12 18:13:38;COVID19 Global Forecasting (Week 2);[];COVID-19 Global Forecasting-2;Python notebook;465.0;21;;
2020-03-26 10:00:34;About this notebookAdapted from week 1 to week 2 : original https://www.kaggle.com/optimo/covid19-enriched-dataset This is a pipeline to merge different data sources with the covid train dataset. I hope this can help people start with an enriched dataset and do useful modelling. Don't hesitate to fork from here and add more useful informations. Some merging are quite brutal and might be improved.;Apache 2.0;https://www.kaggle.com/optimo/covid19-enriched-dataset-week-2;0.5;[];['ai', 'nn', 'ml', 'rl'];['train', 'model', 'training data'];https://www.kaggle.com/c/covid19-global-forecasting-week-2;0.693;0.367;2020-12-12 18:13:38;multiple data sources;[];Covid19_Enriched_Dataset_week_2;Python notebook;2597.0;20;;
2020-04-01 18:02:15;Load Dataset;Apache 2.0;https://www.kaggle.com/ranjithks/few-lines-of-code-without-data-leak;1.0;['xgboost', 'sklearn'];['ai', 'rl', 'cv', 'nn', 'ml'];['filter', 'test data', 'train', 'model', 'label', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-2;0.713;0.379;2020-12-12 18:13:38;multiple data sources;['beginner, feature engineering, covid19'];Few lines of code without data leak;Python notebook;4102.0;23;;
2020-05-05 14:59:59;;Apache 2.0;https://www.kaggle.com/sambitmukherjee/covid-19-data-adding-world-development-indicators;0.5;[];['ner', 'ai', 'cv', 'rl', 'ml', 'nn', 'ann'];['train', 'model', 'filter'];https://www.kaggle.com/c/covid19-global-forecasting-week-2;0.687;0.367;2020-12-12 18:13:38;multiple data sources;['data cleaning, covid19, tabular data, +1 moreglobal'];COVID-19 Data: Adding World Development Indicators;Rmarkdown script;2328.0;20;;
2020-04-20 16:40:06;Visualizations using PlotLyPlease upvote if you like this notebook.I would also appreciate any suggestions you might have.;Apache 2.0;https://www.kaggle.com/sanskrutipanda/covid-19-data-visualizations-with-plotly;0.5;[];['ai', 'rl', 'ml', 'gan'];['train', 'label'];https://www.kaggle.com/c/covid19-global-forecasting-week-2;0.569;0.352;2020-12-12 18:13:38;COVID19 Global Forecasting (Week 2);[];COVID-19: Data Visualizations with Plotly;Python notebook;272.0;17;;
2020-08-10 13:50:53;What is SIR Model;Apache 2.0;https://www.kaggle.com/abhijithchandradas/sir-model-don-t-understand-calculus-don-t-worry;0.5;[];['ner', 'ai', 'dl', 'rl', 'nn'];['model', 'label', 'filter'];https://www.kaggle.com/c/covid19-global-forecasting-week-3;0.655;0.346;2020-12-12 18:15:07;multiple data sources;['data visualization'];SIR model: Don't understand calculus, don't worry!;Python notebook;1203.0;16;;
2020-04-02 21:25:48;;Apache 2.0;https://www.kaggle.com/aerdem4/covid-19-basic-model-not-leaky;1.0;['sklearn'];['ai'];['train', 'model', 'regression', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-3;0.71;0.427;2020-12-12 18:15:06;COVID19 Global Forecasting (Week 3);[];COVID-19 Basic Model (Not Leaky);Python notebook;3861.0;40;1.93129;0.68442
2020-10-10 20:12:28;COVID-19 Projection using LSTM;Apache 2.0;https://www.kaggle.com/arpandas65/covid-19-projection-using-lstm;1.0;['tensorflow', 'xgboost', 'sklearn', 'keras'];['ner', 'ai', 'dl', 'gan', 'rl', 'nn', 'rnn', 'ann'];['filter', 'recurrent neural network', 'regression', 'training data', 'train', 'test data', 'model', 'neural network', 'epoch', 'layer', 'loss', 'label', 'lstm', 'predict', 'relu', 'ground truth'];https://www.kaggle.com/c/covid19-global-forecasting-week-3;0.69;0.346;2020-12-12 18:15:07;multiple data sources;['data visualization, covid19, lstm'];Covid-19 Projection using LSTM;Python notebook;2449.0;16;;
2020-04-12 19:17:38;In this notebook I add weather informations, such as temperature and precipitations, to the training set of the COVID-19 forecasting competition, in order to determine whether there is any correlation with the growth of confirmed cases. Weather data is imported from the NOAA GSOD dataset, continuously updated to include recent measurments. Data for this and previous weeks is available in dataset form here. Edit: now missing values are denoted with usual NaNs, and not with 9999s. Edit 2: information concerning humidity was added, following brennanmurphy's advice. More specifically, dewpoint temperature was added from the NOAA GSOD dataset, then absolute and relative humidity were computed.;Apache 2.0;https://www.kaggle.com/davidbnn92/weather-data;0.5;[];['ai', 'rl', 'nn', 'gan'];['train', 'training data'];https://www.kaggle.com/c/covid19-global-forecasting-week-3;0.787;0.535;2020-12-12 18:15:06;multiple data sources;[];Weather data;Python notebook;29886.0;164;;
2020-08-22 19:58:54;Covid-19 Growth Factor by Country Please watch the following 9-minute video on exponential growth and the spread of disease...https://www.youtube.com/watch?v=Kas0tIxDvrg The versions before Version 16 explored Savitzky–Golay filter (https://en.wikipedia.org/wiki/File:Lissage_sg3_anim.gif) for smoothing data however it seems that that filter is too good at retaining the original trends in data. So here we change to a different smoothing technique. Disclaimer: This notebook demonstrates a very simple mathematical model, a differential equation called the logistic equation which is a special case of the Bernoulli equation. The purpose of this notebook was to illustrate mathematical modeling with simple ordinary differential equations to my introductory mathematical modeling class. I am not a health expert, this notebook should not be taken too seriously.;Apache 2.0;https://www.kaggle.com/dferhadi/covid-19-predictions-growth-factor-and-calculus;0.5;[];['ner', 'ai', 'dl', 'gan', 'rl', 'nn', 'ml'];['filter', 'train', 'fitting', 'model', 'label', 'predict', 'rank'];https://www.kaggle.com/c/covid19-global-forecasting-week-3;0.765;0.502;2020-12-12 18:15:06;multiple data sources;['data visualization, exploratory data analysis, covid19'];Covid-19 Predictions, Growth Factor, and Calculus;Python notebook;15684.0;103;;
2020-04-26 12:15:53;Introduction;Apache 2.0;https://www.kaggle.com/eswarchandt/covid-19-forecasting-xgboost;1.0;['xgboost', 'sklearn'];['ai', 'rl', 'cv', 'nn', 'ml'];['filter', 'test data', 'train', 'model', 'label', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-3;0.718;0.456;2020-12-12 18:15:06;COVID19 Global Forecasting (Week 3);['beginner, xgboost'];Covid-19 Forecasting XGBOOST;Python notebook;4628.0;57;;
2020-04-07 07:10:02;Introduction;Apache 2.0;https://www.kaggle.com/eswarchandt/timeseries-forecasting-of-covid-19-week-3-arima;1.0;['statsmodels', 'sklearn'];['ai', 'dl', 'gan', 'rl', 'nn', 'ml'];['filter', 'regression', 'train', 'model', 'label', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-3;0.655;0.421;2020-12-12 18:15:06;COVID19 Global Forecasting (Week 3);['beginner, exploratory data analysis'];TimeSeries Forecasting of Covid-19(week-3) ARIMA;Python notebook;1205.0;37;;
2020-05-06 16:51:53;Week 3;Apache 2.0;https://www.kaggle.com/gaborfodor/covid19-global-forecasting-top-submissions;1.0;['lightgbm'];['ai', 'gbm', 'cv', 'nn', 'ann'];['train', 'model', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-3;0.677;0.362;2020-12-12 18:15:06;multiple data sources;[];COVID19 Global Forecasting - Top Submissions;Python notebook;1870.0;19;;
2020-04-03 16:01:24;;Apache 2.0;https://www.kaggle.com/madz2000/covid-19-week-3-analysis-prediction;1.0;['xgboost', 'nltk', 'sklearn', 'tensorflow', 'keras'];['ai', 'nn'];['regression', 'train', 'model', 'layer', 'label', 'predict', 'classification'];https://www.kaggle.com/c/covid19-global-forecasting-week-3;0.657;0.416;2020-12-12 18:15:06;COVID19 Global Forecasting (Week 3);[];Covid-19 Week 3 Analysis & Prediction;Python notebook;1264.0;35;;
2020-04-23 14:55:37;COVID-19 Italy Confirmed Cases and Fatalities Forecasting;Apache 2.0;https://www.kaggle.com/mdmahmudferdous/covid-19-italy-forecasting-fb-prophet;0.5;[];['ai', 'nn'];['filter', 'train', 'model', 'label', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-3;0.625;0.357;2020-12-12 18:15:07;COVID19 Global Forecasting (Week 3);[];COVID-19 Italy Forecasting-Fb Prophet;Python notebook;685.0;18;;
2020-04-03 07:10:40;COVID Global Forecast;Apache 2.0;https://www.kaggle.com/ritarana123/kernel6bb9d38623;1.0;['statsmodels', 'sklearn'];['ai', 'dl', 'gan', 'cv', 'rl', 'ml'];['regression', 'train', 'fitting', 'model', 'label', 'predict', 'linear regression'];https://www.kaggle.com/c/covid19-global-forecasting-week-3;0.56;0.327;2020-12-12 18:15:07;multiple data sources;[];kernel6bb9d38623;Python notebook;238.0;13;3.00136;2.62365
2020-10-19 09:12:59;NOTICE;Apache 2.0;https://www.kaggle.com/yuanquan/covid-19-prediction-by-country-and-province;0.5;[];['ner', 'ai', 'dl', 'gan', 'rl', 'nn', 'ann'];['filter', 'predict', 'fitting', 'model', 'gradient descent', 'loss'];https://www.kaggle.com/c/covid19-global-forecasting-week-3;0.748;0.437;2020-12-12 18:15:06;multiple data sources;['data visualization, covid19, global'];COVID-19 Prediction by Country and Province;Python notebook;9833.0;45;;
2020-04-13 13:50:12;;Apache 2.0;https://www.kaggle.com/darshanjain29/bagging-regressor-solution-covid19-week-4;1.0;['sklearn'];['ai', 'dl', 'cv', 'nn', 'ml'];['train', 'model', 'label', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-4;0.568;0.367;2020-12-12 18:17:36;COVID19 Global Forecasting (Week 4);[];Bagging Regressor Solution - COVID19 Week 4;Python notebook;267.0;20;0.97644;0.46798
2020-04-15 14:02:11;;Apache 2.0;https://www.kaggle.com/darshanjain29/xgboost-regressor-solution-covid19-week-4;1.0;['xgboost', 'sklearn'];['ai', 'dl', 'cv', 'rl', 'nn', 'ml'];['train', 'model', 'label', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-4;0.595;0.383;2020-12-12 18:17:36;COVID19 Global Forecasting (Week 4);[];XGBoost Regressor Solution - COVID19 Week 4;Python notebook;411.0;24;;
2020-04-12 19:17:38;In this notebook I add weather informations, such as temperature and precipitations, to the training set of the COVID-19 forecasting competition, in order to determine whether there is any correlation with the growth of confirmed cases. Weather data is imported from the NOAA GSOD dataset, continuously updated to include recent measurments. Data for this and previous weeks is available in dataset form here. Edit: now missing values are denoted with usual NaNs, and not with 9999s. Edit 2: information concerning humidity was added, following brennanmurphy's advice. More specifically, dewpoint temperature was added from the NOAA GSOD dataset, then absolute and relative humidity were computed.;Apache 2.0;https://www.kaggle.com/davidbnn92/weather-data;0.5;[];['ai', 'rl', 'nn', 'gan'];['train', 'training data'];https://www.kaggle.com/c/covid19-global-forecasting-week-4;0.787;0.535;2020-12-12 18:17:36;multiple data sources;[];Weather data;Python notebook;29887.0;164;;
2020-08-22 19:58:54;Covid-19 Growth Factor by Country Please watch the following 9-minute video on exponential growth and the spread of disease...https://www.youtube.com/watch?v=Kas0tIxDvrg The versions before Version 16 explored Savitzky–Golay filter (https://en.wikipedia.org/wiki/File:Lissage_sg3_anim.gif) for smoothing data however it seems that that filter is too good at retaining the original trends in data. So here we change to a different smoothing technique. Disclaimer: This notebook demonstrates a very simple mathematical model, a differential equation called the logistic equation which is a special case of the Bernoulli equation. The purpose of this notebook was to illustrate mathematical modeling with simple ordinary differential equations to my introductory mathematical modeling class. I am not a health expert, this notebook should not be taken too seriously.;Apache 2.0;https://www.kaggle.com/dferhadi/covid-19-predictions-growth-factor-and-calculus;0.5;[];['ner', 'ai', 'dl', 'gan', 'rl', 'nn', 'ml'];['filter', 'train', 'fitting', 'model', 'label', 'predict', 'rank'];https://www.kaggle.com/c/covid19-global-forecasting-week-4;0.765;0.502;2020-12-12 18:17:36;multiple data sources;['data visualization, exploratory data analysis, covid19'];Covid-19 Predictions, Growth Factor, and Calculus;Python notebook;15685.0;103;;
2020-04-11 22:54:23;COVID-19 Forecasting Prediction using Auto ARIMA ModelThe Autoregressive Integrated Moving Average Model, or ARIMA for short is a standard statistical model for time series forecast and analysis.;Apache 2.0;https://www.kaggle.com/dktalaicha/covid-19-forecasting-week-4-arima;0.5;[];['ner', 'ai', 'dl', 'gan', 'cv', 'rl', 'ml', 'nn', 'ann'];['filter', 'training data', 'regression', 'train', 'model', 'predict', 'classification'];https://www.kaggle.com/c/covid19-global-forecasting-week-4;0.668;0.4;2020-12-12 18:17:36;COVID19 Global Forecasting (Week 4);[];Covid-19 Forecasting Week 4 - ARIMA;R notebook;1571.0;29;1.12599;0.72997
2020-05-14 18:06:58;Introduction;Apache 2.0;https://www.kaggle.com/eswarchandt/timeseries-forecasting-of-covid-19-arima;1.0;['statsmodels', 'sklearn'];['ai', 'dl', 'gan', 'rl', 'nn', 'ml'];['filter', 'regression', 'train', 'model', 'label', 'predict'];https://www.kaggle.com/c/covid19-global-forecasting-week-4;0.723;0.458;2020-12-12 18:17:36;multiple data sources;['beginner, data visualization, exploratory data analysis'];Timeseries Forecasting of Covid-19 ARIMA;Python notebook;5242.0;58;;
2020-04-12 02:21:03;Covid-19 Forecasting using an RNN;Apache 2.0;https://www.kaggle.com/frlemarchand/covid-19-forecasting-with-an-rnn;1.0;['tensorflow', 'sklearn', 'keras'];['ner', 'ai', 'dl', 'rl', 'nn', 'rnn', 'ann'];['training data', 'test data', 'generation', 'train', 'fitting', 'model', 'epoch', 'layer', 'loss', 'label', 'lstm', 'predict', 'relu'];https://www.kaggle.com/c/covid19-global-forecasting-week-4;0.787;0.568;2020-12-12 18:17:35;multiple data sources;['covid19, lstm, rnn'];Covid-19 Forecasting with an RNN;Python notebook;29826.0;269;1.54353;0.76222
